date,year,month,day_of_week,day_of_month,week_of_year,season,barangay_id,medicine_name,medicine_category,quantity_requested
2024-03-15,2024,3,4,15,11,Dry,BRGY012,Metformin 500mg,Maintenance,6
2024-03-24,2024,3,6,24,12,Dry,BRGY012,Metformin 500mg,Maintenance,5
2024-04-07,2024,4,6,7,14,Dry,BRGY012,Metformin 500mg,Maintenance,9
2024-04-16,2024,4,1,16,16,Dry,BRGY012,Metformin 500mg,Maintenance,3
2024-04-27,2024,4,5,27,17,Dry,BRGY012,Metformin 500mg,Maintenance,4
2024-05-10,2024,5,4,10,19,Dry,BRGY012,Metformin 500mg,Maintenance,2
2024-05-20,2024,5,0,20,21,Dry,BRGY012,Metformin 500mg,Maintenance,3
2024-05-28,2024,5,1,28,22,Dry,BRGY012,Metformin 500mg,Maintenance,5
2024-06-06,2024,6,3,6,23,Wet,BRGY012,Metformin 500mg,Maintenance,4
2024-06-18,2024,6,1,18,25,Wet,BRGY012,Metformin 500mg,Maintenance,5
2024-07-01,2024,7,0,1,27,Wet,BRGY012,Metformin 500mg,Maintenance,4
2024-07-13,2024,7,5,13,28,Wet,BRGY012,Metformin 500mg,Maintenance,2
2024-07-23,2024,7,1,23,30,Wet,BRGY012,Metformin 500mg,Maintenance,4
2024-08-01,2024,8,3,1,31,Wet,BRGY012,Metformin 500mg,Maintenance,2
2024-08-13,2024,8,1,13,33,Wet,BRGY012,Metformin 500mg,Maintenance,1
2024-08-25,2024,8,6,25,34,Wet,BRGY012,Metformin 500mg,Maintenance,8
2024-09-03,2024,9,1,3,36,Wet,BRGY012,Metformin 500mg,Maintenance,4
2024-09-12,2024,9,3,12,37,Wet,BRGY012,Metformin 500mg,Maintenance,5
2024-09-23,2024,9,0,23,39,Wet,BRGY012,Metformin 500mg,Maintenance,6
2024-10-02,2024,10,2,2,40,Wet,BRGY012,Metformin 500mg,Maintenance,2
2024-10-11,2024,10,4,11,41,Wet,BRGY012,Metformin 500mg,Maintenance,3
2024-10-20,2024,10,6,20,42,Wet,BRGY012,Metformin 500mg,Maintenance,3
2024-11-01,2024,11,4,1,44,Wet,BRGY012,Metformin 500mg,Maintenance,4
2024-11-11,2024,11,0,11,46,Wet,BRGY012,Metformin 500mg,Maintenance,6
2024-11-22,2024,11,4,22,47,Wet,BRGY012,Metformin 500mg,Maintenance,6
2024-12-04,2024,12,2,4,49,Dry,BRGY012,Metformin 500mg,Maintenance,4
2024-12-13,2024,12,4,13,50,Dry,BRGY012,Metformin 500mg,Maintenance,5
2024-12-22,2024,12,6,22,51,Dry,BRGY012,Metformin 500mg,Maintenance,6
2025-01-05,2025,1,6,5,1,Dry,BRGY012,Metformin 500mg,Maintenance,3
2025-01-13,2025,1,0,13,3,Dry,BRGY012,Metformin 500mg,Maintenance,1
2025-01-24,2025,1,4,24,4,Dry,BRGY012,Metformin 500mg,Maintenance,4
2025-02-04,2025,2,1,4,6,Dry,BRGY012,Metformin 500mg,Maintenance,4
2025-02-16,2025,2,6,16,7,Dry,BRGY012,Metformin 500mg,Maintenance,10
2025-02-28,2025,2,4,28,9,Dry,BRGY012,Metformin 500mg,Maintenance,4
2025-03-13,2025,3,3,13,11,Dry,BRGY012,Metformin 500mg,Maintenance,5
2025-03-24,2025,3,0,24,13,Dry,BRGY012,Metformin 500mg,Maintenance,3
2025-04-06,2025,4,6,6,14,Dry,BRGY012,Metformin 500mg,Maintenance,7
2025-04-14,2025,4,0,14,16,Dry,BRGY012,Metformin 500mg,Maintenance,2
2025-04-28,2025,4,0,28,18,Dry,BRGY012,Metformin 500mg,Maintenance,4
2025-05-07,2025,5,2,7,19,Dry,BRGY012,Metformin 500mg,Maintenance,6
2025-05-21,2025,5,2,21,21,Dry,BRGY012,Metformin 500mg,Maintenance,4
2025-06-01,2025,6,6,1,22,Wet,BRGY012,Metformin 500mg,Maintenance,4
2025-06-13,2025,6,4,13,24,Wet,BRGY012,Metformin 500mg,Maintenance,3
2025-06-26,2025,6,3,26,26,Wet,BRGY012,Metformin 500mg,Maintenance,3
2025-07-06,2025,7,6,6,27,Wet,BRGY012,Metformin 500mg,Maintenance,8
2025-07-16,2025,7,2,16,29,Wet,BRGY012,Metformin 500mg,Maintenance,4
2025-07-24,2025,7,3,24,30,Wet,BRGY012,Metformin 500mg,Maintenance,7
2025-08-04,2025,8,0,4,32,Wet,BRGY012,Metformin 500mg,Maintenance,5
2025-08-12,2025,8,1,12,33,Wet,BRGY012,Metformin 500mg,Maintenance,4
2025-08-22,2025,8,4,22,34,Wet,BRGY012,Metformin 500mg,Maintenance,1
2025-09-01,2025,9,0,1,36,Wet,BRGY012,Metformin 500mg,Maintenance,4
2025-09-11,2025,9,3,11,37,Wet,BRGY012,Metformin 500mg,Maintenance,3
2025-09-20,2025,9,5,20,38,Wet,BRGY012,Metformin 500mg,Maintenance,4
2025-09-29,2025,9,0,29,40,Wet,BRGY012,Metformin 500mg,Maintenance,4
2025-10-11,2025,10,5,11,41,Wet,BRGY012,Metformin 500mg,Maintenance,4
2025-10-23,2025,10,3,23,43,Wet,BRGY012,Metformin 500mg,Maintenance,4
2025-11-02,2025,11,6,2,44,Wet,BRGY012,Metformin 500mg,Maintenance,6
2025-11-14,2025,11,4,14,46,Wet,BRGY012,Metformin 500mg,Maintenance,5
2025-11-24,2025,11,0,24,48,Wet,BRGY012,Metformin 500mg,Maintenance,4
2025-12-06,2025,12,5,6,49,Dry,BRGY012,Metformin 500mg,Maintenance,8
2025-12-18,2025,12,3,18,51,Dry,BRGY012,Metformin 500mg,Maintenance,4
2025-12-29,2025,12,0,29,1,Dry,BRGY012,Metformin 500mg,Maintenance,7
2026-01-08,2026,1,3,8,2,Dry,BRGY012,Metformin 500mg,Maintenance,9
2026-01-22,2026,1,3,22,4,Dry,BRGY012,Metformin 500mg,Maintenance,6
2026-01-31,2026,1,5,31,5,Dry,BRGY012,Metformin 500mg,Maintenance,4
2026-02-13,2026,2,4,13,7,Dry,BRGY012,Metformin 500mg,Maintenance,1
2026-02-21,2026,2,5,21,8,Dry,BRGY012,Metformin 500mg,Maintenance,5
2026-03-01,2026,3,6,1,9,Dry,BRGY012,Metformin 500mg,Maintenance,7
2026-03-10,2026,3,1,10,11,Dry,BRGY012,Metformin 500mg,Maintenance,3
2026-03-19,2026,3,3,19,12,Dry,BRGY012,Metformin 500mg,Maintenance,5
2026-03-28,2026,3,5,28,13,Dry,BRGY012,Metformin 500mg,Maintenance,6
2026-04-05,2026,4,6,5,14,Dry,BRGY012,Metformin 500mg,Maintenance,6
2026-04-16,2026,4,3,16,16,Dry,BRGY012,Metformin 500mg,Maintenance,7
2026-04-30,2026,4,3,30,18,Dry,BRGY012,Metformin 500mg,Maintenance,2
2026-05-09,2026,5,5,9,19,Dry,BRGY012,Metformin 500mg,Maintenance,3
2026-05-19,2026,5,1,19,21,Dry,BRGY012,Metformin 500mg,Maintenance,6
2026-05-27,2026,5,2,27,22,Dry,BRGY012,Metformin 500mg,Maintenance,4
2026-06-05,2026,6,4,5,23,Wet,BRGY012,Metformin 500mg,Maintenance,4
2026-06-17,2026,6,2,17,25,Wet,BRGY012,Metformin 500mg,Maintenance,5
2026-06-29,2026,6,0,29,27,Wet,BRGY012,Metformin 500mg,Maintenance,2
2026-07-11,2026,7,5,11,28,Wet,BRGY012,Metformin 500mg,Maintenance,4
2026-07-21,2026,7,1,21,30,Wet,BRGY012,Metformin 500mg,Maintenance,2
2026-07-30,2026,7,3,30,31,Wet,BRGY012,Metformin 500mg,Maintenance,4
2026-08-11,2026,8,1,11,33,Wet,BRGY012,Metformin 500mg,Maintenance,7
2021-09-02,2021,9,3,2,35,Wet,BRGY013,Paracetamol 500mg,Pain Reliever,12
2021-09-30,2021,9,3,30,39,Wet,BRGY013,Paracetamol 500mg,Pain Reliever,8
2021-10-27,2021,10,2,27,43,Wet,BRGY013,Paracetamol 500mg,Pain Reliever,7
2021-11-19,2021,11,4,19,46,Wet,BRGY013,Paracetamol 500mg,Pain Reliever,8
2021-12-17,2021,12,4,17,50,Dry,BRGY013,Paracetamol 500mg,Pain Reliever,5
2022-01-09,2022,1,6,9,1,Dry,BRGY013,Paracetamol 500mg,Pain Reliever,5
2022-02-06,2022,2,6,6,5,Dry,BRGY013,Paracetamol 500mg,Pain Reliever,9
2022-02-28,2022,2,0,28,9,Dry,BRGY013,Paracetamol 500mg,Pain Reliever,5
2022-03-22,2022,3,1,22,12,Dry,BRGY013,Paracetamol 500mg,Pain Reliever,12
2022-04-13,2022,4,2,13,15,Dry,BRGY013,Paracetamol 500mg,Pain Reliever,5
2022-05-11,2022,5,2,11,19,Dry,BRGY013,Paracetamol 500mg,Pain Reliever,3
2022-06-07,2022,6,1,7,23,Wet,BRGY013,Paracetamol 500mg,Pain Reliever,8
2022-07-05,2022,7,1,5,27,Wet,BRGY013,Paracetamol 500mg,Pain Reliever,8
2022-08-02,2022,8,1,2,31,Wet,BRGY013,Paracetamol 500mg,Pain Reliever,6
2022-08-30,2022,8,1,30,35,Wet,BRGY013,Paracetamol 500mg,Pain Reliever,6
2022-09-25,2022,9,6,25,38,Wet,BRGY013,Paracetamol 500mg,Pain Reliever,7
2022-10-19,2022,10,2,19,42,Wet,BRGY013,Paracetamol 500mg,Pain Reliever,4
2022-11-10,2022,11,3,10,45,Wet,BRGY013,Paracetamol 500mg,Pain Reliever,5
2022-12-07,2022,12,2,7,49,Dry,BRGY013,Paracetamol 500mg,Pain Reliever,6
2022-12-30,2022,12,4,30,52,Dry,BRGY013,Paracetamol 500mg,Pain Reliever,12
2023-01-21,2023,1,5,21,3,Dry,BRGY013,Paracetamol 500mg,Pain Reliever,8
2023-02-15,2023,2,2,15,7,Dry,BRGY013,Paracetamol 500mg,Pain Reliever,4
2023-03-12,2023,3,6,12,10,Dry,BRGY013,Paracetamol 500mg,Pain Reliever,5
2023-04-06,2023,4,3,6,14,Dry,BRGY013,Paracetamol 500mg,Pain Reliever,8
2023-05-01,2023,5,0,1,18,Dry,BRGY013,Paracetamol 500mg,Pain Reliever,4
2023-05-27,2023,5,5,27,21,Dry,BRGY013,Paracetamol 500mg,Pain Reliever,6
2023-06-19,2023,6,0,19,25,Wet,BRGY013,Paracetamol 500mg,Pain Reliever,8
2023-07-14,2023,7,4,14,28,Wet,BRGY013,Paracetamol 500mg,Pain Reliever,6
2023-08-09,2023,8,2,9,32,Wet,BRGY013,Paracetamol 500mg,Pain Reliever,4
2023-09-01,2023,9,4,1,35,Wet,BRGY013,Paracetamol 500mg,Pain Reliever,3
2023-09-29,2023,9,4,29,39,Wet,BRGY013,Paracetamol 500mg,Pain Reliever,5
2023-10-25,2023,10,2,25,43,Wet,BRGY013,Paracetamol 500mg,Pain Reliever,6
2023-11-17,2023,11,4,17,46,Wet,BRGY013,Paracetamol 500mg,Pain Reliever,5
2023-12-10,2023,12,6,10,49,Dry,BRGY013,Paracetamol 500mg,Pain Reliever,6
2024-01-04,2024,1,3,4,1,Dry,BRGY013,Paracetamol 500mg,Pain Reliever,4
2024-02-01,2024,2,3,1,5,Dry,BRGY013,Paracetamol 500mg,Pain Reliever,6
2024-02-27,2024,2,1,27,9,Dry,BRGY013,Paracetamol 500mg,Pain Reliever,8
2024-03-21,2024,3,3,21,12,Dry,BRGY013,Paracetamol 500mg,Pain Reliever,3
2024-04-17,2024,4,2,17,16,Dry,BRGY013,Paracetamol 500mg,Pain Reliever,4
2024-05-10,2024,5,4,10,19,Dry,BRGY013,Paracetamol 500mg,Pain Reliever,5
2024-06-01,2024,6,5,1,22,Wet,BRGY013,Paracetamol 500mg,Pain Reliever,3
2024-06-28,2024,6,4,28,26,Wet,BRGY013,Paracetamol 500mg,Pain Reliever,6
2024-07-21,2024,7,6,21,29,Wet,BRGY013,Paracetamol 500mg,Pain Reliever,6
2024-08-17,2024,8,5,17,33,Wet,BRGY013,Paracetamol 500mg,Pain Reliever,9
2024-09-11,2024,9,2,11,37,Wet,BRGY013,Paracetamol 500mg,Pain Reliever,10
2024-10-07,2024,10,0,7,41,Wet,BRGY013,Paracetamol 500mg,Pain Reliever,2
2024-11-04,2024,11,0,4,45,Wet,BRGY013,Paracetamol 500mg,Pain Reliever,6
2024-11-29,2024,11,4,29,48,Wet,BRGY013,Paracetamol 500mg,Pain Reliever,6
2024-12-24,2024,12,1,24,52,Dry,BRGY013,Paracetamol 500mg,Pain Reliever,4
2025-01-19,2025,1,6,19,3,Dry,BRGY013,Paracetamol 500mg,Pain Reliever,5
2025-02-11,2025,2,1,11,7,Dry,BRGY013,Paracetamol 500mg,Pain Reliever,2
2025-03-05,2025,3,2,5,10,Dry,BRGY013,Paracetamol 500mg,Pain Reliever,5
2025-03-31,2025,3,0,31,14,Dry,BRGY013,Paracetamol 500mg,Pain Reliever,5
2025-04-26,2025,4,5,26,17,Dry,BRGY013,Paracetamol 500mg,Pain Reliever,9
2025-05-18,2025,5,6,18,20,Dry,BRGY013,Paracetamol 500mg,Pain Reliever,6
2025-06-12,2025,6,3,12,24,Wet,BRGY013,Paracetamol 500mg,Pain Reliever,4
2025-07-09,2025,7,2,9,28,Wet,BRGY013,Paracetamol 500mg,Pain Reliever,7
2025-08-02,2025,8,5,2,31,Wet,BRGY013,Paracetamol 500mg,Pain Reliever,9
2025-08-29,2025,8,4,29,35,Wet,BRGY013,Paracetamol 500mg,Pain Reliever,8
2025-09-21,2025,9,6,21,38,Wet,BRGY013,Paracetamol 500mg,Pain Reliever,6
2025-10-14,2025,10,1,14,42,Wet,BRGY013,Paracetamol 500mg,Pain Reliever,6
2025-11-11,2025,11,1,11,46,Wet,BRGY013,Paracetamol 500mg,Pain Reliever,7
2025-12-08,2025,12,0,8,50,Dry,BRGY013,Paracetamol 500mg,Pain Reliever,9
2025-12-31,2025,12,2,31,1,Dry,BRGY013,Paracetamol 500mg,Pain Reliever,7
2026-01-25,2026,1,6,25,4,Dry,BRGY013,Paracetamol 500mg,Pain Reliever,6
2026-02-21,2026,2,5,21,8,Dry,BRGY013,Paracetamol 500mg,Pain Reliever,9
2026-03-21,2026,3,5,21,12,Dry,BRGY013,Paracetamol 500mg,Pain Reliever,7
2026-04-13,2026,4,0,13,16,Dry,BRGY013,Paracetamol 500mg,Pain Reliever,3
2026-05-08,2026,5,4,8,19,Dry,BRGY013,Paracetamol 500mg,Pain Reliever,7
2026-06-05,2026,6,4,5,23,Wet,BRGY013,Paracetamol 500mg,Pain Reliever,7
2026-07-02,2026,7,3,2,27,Wet,BRGY013,Paracetamol 500mg,Pain Reliever,10
2026-07-26,2026,7,6,26,30,Wet,BRGY013,Paracetamol 500mg,Pain Reliever,4
2021-08-15,2021,8,6,15,32,Wet,BRGY013,Biogesic,Pain Reliever,5
2021-09-05,2021,9,6,5,35,Wet,BRGY013,Biogesic,Pain Reliever,7
2021-09-25,2021,9,5,25,38,Wet,BRGY013,Biogesic,Pain Reliever,4
2021-10-18,2021,10,0,18,42,Wet,BRGY013,Biogesic,Pain Reliever,3
2021-11-08,2021,11,0,8,45,Wet,BRGY013,Biogesic,Pain Reliever,9
2021-12-02,2021,12,3,2,48,Dry,BRGY013,Biogesic,Pain Reliever,13
2021-12-22,2021,12,2,22,51,Dry,BRGY013,Biogesic,Pain Reliever,5
2022-01-09,2022,1,6,9,1,Dry,BRGY013,Biogesic,Pain Reliever,5
2022-01-27,2022,1,3,27,4,Dry,BRGY013,Biogesic,Pain Reliever,6
2022-02-16,2022,2,2,16,7,Dry,BRGY013,Biogesic,Pain Reliever,10
2022-03-12,2022,3,5,12,10,Dry,BRGY013,Biogesic,Pain Reliever,8
2022-03-30,2022,3,2,30,13,Dry,BRGY013,Biogesic,Pain Reliever,6
2022-04-21,2022,4,3,21,16,Dry,BRGY013,Biogesic,Pain Reliever,4
2022-05-10,2022,5,1,10,19,Dry,BRGY013,Biogesic,Pain Reliever,2
2022-05-31,2022,5,1,31,22,Dry,BRGY013,Biogesic,Pain Reliever,6
2022-06-24,2022,6,4,24,25,Wet,BRGY013,Biogesic,Pain Reliever,5
2022-07-15,2022,7,4,15,28,Wet,BRGY013,Biogesic,Pain Reliever,3
2022-08-06,2022,8,5,6,31,Wet,BRGY013,Biogesic,Pain Reliever,4
2022-08-29,2022,8,0,29,35,Wet,BRGY013,Biogesic,Pain Reliever,6
2022-09-19,2022,9,0,19,38,Wet,BRGY013,Biogesic,Pain Reliever,7
2022-10-07,2022,10,4,7,40,Wet,BRGY013,Biogesic,Pain Reliever,9
2022-10-26,2022,10,2,26,43,Wet,BRGY013,Biogesic,Pain Reliever,6
2022-11-13,2022,11,6,13,45,Wet,BRGY013,Biogesic,Pain Reliever,5
2022-12-01,2022,12,3,1,48,Dry,BRGY013,Biogesic,Pain Reliever,7
2022-12-19,2022,12,0,19,51,Dry,BRGY013,Biogesic,Pain Reliever,4
2023-01-09,2023,1,0,9,2,Dry,BRGY013,Biogesic,Pain Reliever,8
2023-01-31,2023,1,1,31,5,Dry,BRGY013,Biogesic,Pain Reliever,1
2023-02-20,2023,2,0,20,8,Dry,BRGY013,Biogesic,Pain Reliever,8
2023-03-11,2023,3,5,11,10,Dry,BRGY013,Biogesic,Pain Reliever,13
2023-03-30,2023,3,3,30,13,Dry,BRGY013,Biogesic,Pain Reliever,4
2023-04-20,2023,4,3,20,16,Dry,BRGY013,Biogesic,Pain Reliever,6
2023-05-10,2023,5,2,10,19,Dry,BRGY013,Biogesic,Pain Reliever,7
2023-05-30,2023,5,1,30,22,Dry,BRGY013,Biogesic,Pain Reliever,2
2023-06-18,2023,6,6,18,24,Wet,BRGY013,Biogesic,Pain Reliever,5
2023-07-08,2023,7,5,8,27,Wet,BRGY013,Biogesic,Pain Reliever,4
2023-07-27,2023,7,3,27,30,Wet,BRGY013,Biogesic,Pain Reliever,9
2023-08-15,2023,8,1,15,33,Wet,BRGY013,Biogesic,Pain Reliever,6
2023-09-02,2023,9,5,2,35,Wet,BRGY013,Biogesic,Pain Reliever,8
2023-09-24,2023,9,6,24,38,Wet,BRGY013,Biogesic,Pain Reliever,8
2023-10-15,2023,10,6,15,41,Wet,BRGY013,Biogesic,Pain Reliever,7
2023-11-05,2023,11,6,5,44,Wet,BRGY013,Biogesic,Pain Reliever,4
2023-11-25,2023,11,5,25,47,Wet,BRGY013,Biogesic,Pain Reliever,4
2023-12-16,2023,12,5,16,50,Dry,BRGY013,Biogesic,Pain Reliever,6
2024-01-09,2024,1,1,9,2,Dry,BRGY013,Biogesic,Pain Reliever,4
2024-02-02,2024,2,4,2,5,Dry,BRGY013,Biogesic,Pain Reliever,5
2024-02-24,2024,2,5,24,8,Dry,BRGY013,Biogesic,Pain Reliever,5
2024-03-17,2024,3,6,17,11,Dry,BRGY013,Biogesic,Pain Reliever,7
2024-04-06,2024,4,5,6,14,Dry,BRGY013,Biogesic,Pain Reliever,6
2024-05-16,2024,5,3,16,20,Dry,BRGY013,Biogesic,Pain Reliever,7
2024-06-04,2024,6,1,4,23,Wet,BRGY013,Biogesic,Pain Reliever,9
2024-06-24,2024,6,0,24,26,Wet,BRGY013,Biogesic,Pain Reliever,6
2024-07-18,2024,7,3,18,29,Wet,BRGY013,Biogesic,Pain Reliever,6
2024-08-06,2024,8,1,6,32,Wet,BRGY013,Biogesic,Pain Reliever,6
2024-08-30,2024,8,4,30,35,Wet,BRGY013,Biogesic,Pain Reliever,14
2024-09-22,2024,9,6,22,38,Wet,BRGY013,Biogesic,Pain Reliever,6
2024-10-14,2024,10,0,14,42,Wet,BRGY013,Biogesic,Pain Reliever,8
2024-11-07,2024,11,3,7,45,Wet,BRGY013,Biogesic,Pain Reliever,5
2024-11-29,2024,11,4,29,48,Wet,BRGY013,Biogesic,Pain Reliever,5
2024-12-18,2024,12,2,18,51,Dry,BRGY013,Biogesic,Pain Reliever,10
2025-01-11,2025,1,5,11,2,Dry,BRGY013,Biogesic,Pain Reliever,3
2025-01-31,2025,1,4,31,5,Dry,BRGY013,Biogesic,Pain Reliever,5
2025-02-23,2025,2,6,23,8,Dry,BRGY013,Biogesic,Pain Reliever,6
2025-03-18,2025,3,1,18,12,Dry,BRGY013,Biogesic,Pain Reliever,8
2025-04-11,2025,4,4,11,15,Dry,BRGY013,Biogesic,Pain Reliever,7
2025-05-02,2025,5,4,2,18,Dry,BRGY013,Biogesic,Pain Reliever,7
2025-05-25,2025,5,6,25,21,Dry,BRGY013,Biogesic,Pain Reliever,7
2025-06-17,2025,6,1,17,25,Wet,BRGY013,Biogesic,Pain Reliever,8
2025-07-08,2025,7,1,8,28,Wet,BRGY013,Biogesic,Pain Reliever,4
2025-07-31,2025,7,3,31,31,Wet,BRGY013,Biogesic,Pain Reliever,9
2025-08-22,2025,8,4,22,34,Wet,BRGY013,Biogesic,Pain Reliever,6
2025-09-13,2025,9,5,13,37,Wet,BRGY013,Biogesic,Pain Reliever,5
2025-10-01,2025,10,2,1,40,Wet,BRGY013,Biogesic,Pain Reliever,5
2025-10-19,2025,10,6,19,42,Wet,BRGY013,Biogesic,Pain Reliever,4
2025-11-10,2025,11,0,10,46,Wet,BRGY013,Biogesic,Pain Reliever,8
2025-11-28,2025,11,4,28,48,Wet,BRGY013,Biogesic,Pain Reliever,5
2025-12-21,2025,12,6,21,51,Dry,BRGY013,Biogesic,Pain Reliever,4
2026-01-13,2026,1,1,13,3,Dry,BRGY013,Biogesic,Pain Reliever,7
2026-02-03,2026,2,1,3,6,Dry,BRGY013,Biogesic,Pain Reliever,8
2026-02-27,2026,2,4,27,9,Dry,BRGY013,Biogesic,Pain Reliever,4
2026-03-22,2026,3,6,22,12,Dry,BRGY013,Biogesic,Pain Reliever,6
2026-04-12,2026,4,6,12,15,Dry,BRGY013,Biogesic,Pain Reliever,7
2026-05-05,2026,5,1,5,19,Dry,BRGY013,Biogesic,Pain Reliever,5
2026-05-23,2026,5,5,23,21,Dry,BRGY013,Biogesic,Pain Reliever,4
2026-06-11,2026,6,3,11,24,Wet,BRGY013,Biogesic,Pain Reliever,6
2026-07-05,2026,7,6,5,27,Wet,BRGY013,Biogesic,Pain Reliever,5
2026-07-26,2026,7,6,26,30,Wet,BRGY013,Biogesic,Pain Reliever,4
2021-08-17,2021,8,1,17,33,Wet,BRGY013,Amoxicillin 500mg,Antibiotic,1
2021-09-07,2021,9,1,7,36,Wet,BRGY013,Amoxicillin 500mg,Antibiotic,4
2021-09-24,2021,9,4,24,38,Wet,BRGY013,Amoxicillin 500mg,Antibiotic,5
2021-10-14,2021,10,3,14,41,Wet,BRGY013,Amoxicillin 500mg,Antibiotic,2
2021-11-03,2021,11,2,3,44,Wet,BRGY013,Amoxicillin 500mg,Antibiotic,7
2021-11-21,2021,11,6,21,46,Wet,BRGY013,Amoxicillin 500mg,Antibiotic,7
2021-12-08,2021,12,2,8,49,Dry,BRGY013,Amoxicillin 500mg,Antibiotic,9
2021-12-23,2021,12,3,23,51,Dry,BRGY013,Amoxicillin 500mg,Antibiotic,5
2022-01-09,2022,1,6,9,1,Dry,BRGY013,Amoxicillin 500mg,Antibiotic,8
2022-01-30,2022,1,6,30,4,Dry,BRGY013,Amoxicillin 500mg,Antibiotic,9
2022-02-14,2022,2,0,14,7,Dry,BRGY013,Amoxicillin 500mg,Antibiotic,7
2022-03-05,2022,3,5,5,9,Dry,BRGY013,Amoxicillin 500mg,Antibiotic,4
2022-03-23,2022,3,2,23,12,Dry,BRGY013,Amoxicillin 500mg,Antibiotic,8
2022-04-07,2022,4,3,7,14,Dry,BRGY013,Amoxicillin 500mg,Antibiotic,4
2022-04-27,2022,4,2,27,17,Dry,BRGY013,Amoxicillin 500mg,Antibiotic,7
2022-05-13,2022,5,4,13,19,Dry,BRGY013,Amoxicillin 500mg,Antibiotic,5
2022-05-28,2022,5,5,28,21,Dry,BRGY013,Amoxicillin 500mg,Antibiotic,3
2022-06-14,2022,6,1,14,24,Wet,BRGY013,Amoxicillin 500mg,Antibiotic,10
2022-07-01,2022,7,4,1,26,Wet,BRGY013,Amoxicillin 500mg,Antibiotic,6
2022-07-17,2022,7,6,17,28,Wet,BRGY013,Amoxicillin 500mg,Antibiotic,5
2022-08-02,2022,8,1,2,31,Wet,BRGY013,Amoxicillin 500mg,Antibiotic,2
2022-08-19,2022,8,4,19,33,Wet,BRGY013,Amoxicillin 500mg,Antibiotic,4
2022-09-07,2022,9,2,7,36,Wet,BRGY013,Amoxicillin 500mg,Antibiotic,4
2022-09-25,2022,9,6,25,38,Wet,BRGY013,Amoxicillin 500mg,Antibiotic,6
2022-10-15,2022,10,5,15,41,Wet,BRGY013,Amoxicillin 500mg,Antibiotic,8
2022-11-05,2022,11,5,5,44,Wet,BRGY013,Amoxicillin 500mg,Antibiotic,1
2022-11-26,2022,11,5,26,47,Wet,BRGY013,Amoxicillin 500mg,Antibiotic,6
2022-12-16,2022,12,4,16,50,Dry,BRGY013,Amoxicillin 500mg,Antibiotic,9
2023-01-02,2023,1,0,2,1,Dry,BRGY013,Amoxicillin 500mg,Antibiotic,6
2023-01-20,2023,1,4,20,3,Dry,BRGY013,Amoxicillin 500mg,Antibiotic,10
2023-02-04,2023,2,5,4,5,Dry,BRGY013,Amoxicillin 500mg,Antibiotic,6
2023-02-25,2023,2,5,25,8,Dry,BRGY013,Amoxicillin 500mg,Antibiotic,5
2023-03-12,2023,3,6,12,10,Dry,BRGY013,Amoxicillin 500mg,Antibiotic,3
2023-03-30,2023,3,3,30,13,Dry,BRGY013,Amoxicillin 500mg,Antibiotic,6
2023-04-19,2023,4,2,19,16,Dry,BRGY013,Amoxicillin 500mg,Antibiotic,8
2023-05-05,2023,5,4,5,18,Dry,BRGY013,Amoxicillin 500mg,Antibiotic,3
2023-05-24,2023,5,2,24,21,Dry,BRGY013,Amoxicillin 500mg,Antibiotic,7
2023-06-09,2023,6,4,9,23,Wet,BRGY013,Amoxicillin 500mg,Antibiotic,9
2023-06-29,2023,6,3,29,26,Wet,BRGY013,Amoxicillin 500mg,Antibiotic,6
2023-07-15,2023,7,5,15,28,Wet,BRGY013,Amoxicillin 500mg,Antibiotic,2
2023-08-04,2023,8,4,4,31,Wet,BRGY013,Amoxicillin 500mg,Antibiotic,5
2023-08-19,2023,8,5,19,33,Wet,BRGY013,Amoxicillin 500mg,Antibiotic,2
2023-09-07,2023,9,3,7,36,Wet,BRGY013,Amoxicillin 500mg,Antibiotic,3
2023-09-26,2023,9,1,26,39,Wet,BRGY013,Amoxicillin 500mg,Antibiotic,6
2023-10-12,2023,10,3,12,41,Wet,BRGY013,Amoxicillin 500mg,Antibiotic,3
2023-11-01,2023,11,2,1,44,Wet,BRGY013,Amoxicillin 500mg,Antibiotic,7
2023-11-16,2023,11,3,16,46,Wet,BRGY013,Amoxicillin 500mg,Antibiotic,3
2023-12-01,2023,12,4,1,48,Dry,BRGY013,Amoxicillin 500mg,Antibiotic,6
2023-12-16,2023,12,5,16,50,Dry,BRGY013,Amoxicillin 500mg,Antibiotic,6
2023-12-31,2023,12,6,31,52,Dry,BRGY013,Amoxicillin 500mg,Antibiotic,6
2024-01-18,2024,1,3,18,3,Dry,BRGY013,Amoxicillin 500mg,Antibiotic,4
2024-02-07,2024,2,2,7,6,Dry,BRGY013,Amoxicillin 500mg,Antibiotic,5
2024-02-23,2024,2,4,23,8,Dry,BRGY013,Amoxicillin 500mg,Antibiotic,9
2024-03-13,2024,3,2,13,11,Dry,BRGY013,Amoxicillin 500mg,Antibiotic,3
2024-04-03,2024,4,2,3,14,Dry,BRGY013,Amoxicillin 500mg,Antibiotic,8
2024-04-18,2024,4,3,18,16,Dry,BRGY013,Amoxicillin 500mg,Antibiotic,5
2024-05-08,2024,5,2,8,19,Dry,BRGY013,Amoxicillin 500mg,Antibiotic,4
2024-05-26,2024,5,6,26,21,Dry,BRGY013,Amoxicillin 500mg,Antibiotic,4
